,brewery_id,breweries,in_business,city,state,latitude,longitude,brewery_type,phone,website,beer_id,availability,beer_name,beer_style,abv,ibu,is_retired,master_style
7333,Ibch0C,Skull Camp Brewing,Y,Elkin,North Carolina,36.2835665,-80.85254590000001,Micro Brewery,,,PsBJsn,,Hoppy Hour,American-Style Amber/Red Ale,5.9,32.0,N,Ale
7334,Ibch0C,Skull Camp Brewing,Y,Elkin,North Carolina,36.2835665,-80.85254590000001,Micro Brewery,,,ZdMSUg,,Jack B Bitter,American-Style India Pale Ale,6.8,85.0,N,IPA
7335,Ibch0C,Skull Camp Brewing,Y,Elkin,North Carolina,36.2835665,-80.85254590000001,Micro Brewery,,,5lkNoG,,Lazy Bones Porter,Smoke Porter,6.3,,N,Porter
7336,Ibch0C,Skull Camp Brewing,Y,Elkin,North Carolina,36.2835665,-80.85254590000001,Micro Brewery,,,AGqZvo,,Not So Accidental,American-Style Pale Ale,4.3,61.0,N,Pale Ale
7337,Ibch0C,Skull Camp Brewing,Y,Elkin,North Carolina,36.2835665,-80.85254590000001,Micro Brewery,,,0Y1niF,,Schweat Hefen,South German-Style Hefeweizen / Hefeweissbier,4.6,12.0,N,Hefeweizen
7338,Ibch0C,Skull Camp Brewing,Y,Elkin,North Carolina,36.2835665,-80.85254590000001,Micro Brewery,,,7sTHzk,,Summerita,American-Style India Pale Ale,5.1,42.0,N,IPA
7339,Ibch0C,Skull Camp Brewing,Y,Elkin,North Carolina,36.2835665,-80.85254590000001,Micro Brewery,,,Qq1s9g,Limited,Tr’Ale B’red,English-Style Pale Mild Ale,4.6,,N,Ale
7340,eTleEf,Skytown Beer Company,Y,Wilmington,North Carolina,34.2474075,-77.8820578,Brewpub,9106608721,,IzM136,,Get Schwifty,American-Style India Pale Ale,7.4,,N,IPA
7341,sQlYnZ,Thirsty Monk Brewery,Y,Asheville,North Carolina,35.503331599999996,-82.522118,Production Facility,828.505.4564,,flaNHE,Year Round,Abby Blonde,Belgian-Style Blonde Ale,7.1,24.0,N,Ale
7342,sQlYnZ,Thirsty Monk Brewery,Y,Asheville,North Carolina,35.503331599999996,-82.522118,Production Facility,828.505.4564,,eGeJ6u,Limited,Barrel of Monks Oak-Aged Belgian Stout,Foreign (Export)-Style Stout,8.0,,N,Stout
7343,sQlYnZ,Thirsty Monk Brewery,Y,Asheville,North Carolina,35.503331599999996,-82.522118,Production Facility,828.505.4564,,GaN7GL,,Blackened Monk,American-Style Black Ale,5.9,,N,Ale
7344,sQlYnZ,Thirsty Monk Brewery,Y,Asheville,North Carolina,35.503331599999996,-82.522118,Production Facility,828.505.4564,,o7yF4x,,Coconorm,Brown Porter,6.4,30.0,N,Porter
7345,sQlYnZ,Thirsty Monk Brewery,Y,Asheville,North Carolina,35.503331599999996,-82.522118,Production Facility,828.505.4564,,su5vPm,,Darth Monk,American-Style Imperial Stout,9.0,,N,Stout
7346,sQlYnZ,Thirsty Monk Brewery,Y,Asheville,North Carolina,35.503331599999996,-82.522118,Production Facility,828.505.4564,,yUhyAx,,Kilted Monk,Scottish-Style Heavy Ale,9.45,,N,Ale
7347,sQlYnZ,Thirsty Monk Brewery,Y,Asheville,North Carolina,35.503331599999996,-82.522118,Production Facility,828.505.4564,,MAzA1W,,Monk Nuts Brown Ale,American-Style Brown Ale,7.21,,N,Ale
7348,sQlYnZ,Thirsty Monk Brewery,Y,Asheville,North Carolina,35.503331599999996,-82.522118,Production Facility,828.505.4564,,VDojZD,,Opus Opus,Classic English-Style Pale Ale,5.76,,N,Pale Ale
7349,sQlYnZ,Thirsty Monk Brewery,Y,Asheville,North Carolina,35.503331599999996,-82.522118,Production Facility,828.505.4564,,jrGLs5,,Portly Monk,Brown Porter,,,N,Porter
7350,sQlYnZ,Thirsty Monk Brewery,Y,Asheville,North Carolina,35.503331599999996,-82.522118,Production Facility,828.505.4564,,pRsOdG,,Smurfette,Belgian-Style Table Beer,6.67,,N,Other
7351,sQlYnZ,Thirsty Monk Brewery,Y,Asheville,North Carolina,35.503331599999996,-82.522118,Production Facility,828.505.4564,,7XXXie,,Swifty's Riverbend Amber,American-Style Amber/Red Ale,5.76,,N,Ale
7352,sQlYnZ,Thirsty Monk Brewery,Y,Asheville,North Carolina,35.503331599999996,-82.522118,Production Facility,828.505.4564,,aoQmKO,,Thirsty Monk IPA,American-Style India Pale Ale,6.57,,N,IPA
7353,sQlYnZ,Thirsty Monk Brewery,Y,Asheville,North Carolina,35.4863396,-82.5552093,Micro Brewery,(828) 687-3873,https://monkpub.com/biltmore-park/,flaNHE,Year Round,Abby Blonde,Belgian-Style Blonde Ale,7.1,24.0,N,Ale
7354,sQlYnZ,Thirsty Monk Brewery,Y,Asheville,North Carolina,35.4863396,-82.5552093,Micro Brewery,(828) 687-3873,https://monkpub.com/biltmore-park/,eGeJ6u,Limited,Barrel of Monks Oak-Aged Belgian Stout,Foreign (Export)-Style Stout,8.0,,N,Stout
7355,sQlYnZ,Thirsty Monk Brewery,Y,Asheville,North Carolina,35.4863396,-82.5552093,Micro Brewery,(828) 687-3873,https://monkpub.com/biltmore-park/,GaN7GL,,Blackened Monk,American-Style Black Ale,5.9,,N,Ale
7356,sQlYnZ,Thirsty Monk Brewery,Y,Asheville,North Carolina,35.4863396,-82.5552093,Micro Brewery,(828) 687-3873,https://monkpub.com/biltmore-park/,o7yF4x,,Coconorm,Brown Porter,6.4,30.0,N,Porter
7357,sQlYnZ,Thirsty Monk Brewery,Y,Asheville,North Carolina,35.4863396,-82.5552093,Micro Brewery,(828) 687-3873,https://monkpub.com/biltmore-park/,su5vPm,,Darth Monk,American-Style Imperial Stout,9.0,,N,Stout
7358,sQlYnZ,Thirsty Monk Brewery,Y,Asheville,North Carolina,35.4863396,-82.5552093,Micro Brewery,(828) 687-3873,https://monkpub.com/biltmore-park/,yUhyAx,,Kilted Monk,Scottish-Style Heavy Ale,9.45,,N,Ale
7359,sQlYnZ,Thirsty Monk Brewery,Y,Asheville,North Carolina,35.4863396,-82.5552093,Micro Brewery,(828) 687-3873,https://monkpub.com/biltmore-park/,MAzA1W,,Monk Nuts Brown Ale,American-Style Brown Ale,7.21,,N,Ale
7360,sQlYnZ,Thirsty Monk Brewery,Y,Asheville,North Carolina,35.4863396,-82.5552093,Micro Brewery,(828) 687-3873,https://monkpub.com/biltmore-park/,VDojZD,,Opus Opus,Classic English-Style Pale Ale,5.76,,N,Pale Ale
7361,sQlYnZ,Thirsty Monk Brewery,Y,Asheville,North Carolina,35.4863396,-82.5552093,Micro Brewery,(828) 687-3873,https://monkpub.com/biltmore-park/,jrGLs5,,Portly Monk,Brown Porter,,,N,Porter
7362,sQlYnZ,Thirsty Monk Brewery,Y,Asheville,North Carolina,35.4863396,-82.5552093,Micro Brewery,(828) 687-3873,https://monkpub.com/biltmore-park/,pRsOdG,,Smurfette,Belgian-Style Table Beer,6.67,,N,Other
7363,sQlYnZ,Thirsty Monk Brewery,Y,Asheville,North Carolina,35.4863396,-82.5552093,Micro Brewery,(828) 687-3873,https://monkpub.com/biltmore-park/,7XXXie,,Swifty's Riverbend Amber,American-Style Amber/Red Ale,5.76,,N,Ale
7364,sQlYnZ,Thirsty Monk Brewery,Y,Asheville,North Carolina,35.4863396,-82.5552093,Micro Brewery,(828) 687-3873,https://monkpub.com/biltmore-park/,aoQmKO,,Thirsty Monk IPA,American-Style India Pale Ale,6.57,,N,IPA
7365,2U69bM,Birdsong Brewing Co.,Y,Charlotte,North Carolina,35.230652,-80.826536,Micro Brewery,704-332-1810,,mXwCme,,Rice Rice Baby,Sweet or Cream Stout,5.3,33.0,N,Stout
7366,2U69bM,Birdsong Brewing Co.,Y,Charlotte,North Carolina,35.230652,-80.826536,Micro Brewery,704-332-1810,,5e7eok,Summer,Fake Plastic Trees,Juicy or Hazy India Pale Ale,6.4,40.0,N,IPA
7367,2U69bM,Birdsong Brewing Co.,Y,Charlotte,North Carolina,35.230652,-80.826536,Micro Brewery,704-332-1810,,nuOOt6,Limited,Fistful of Steel,American-Style India Pale Ale,7.0,69.0,N,IPA
7368,2U69bM,Birdsong Brewing Co.,Y,Charlotte,North Carolina,35.230652,-80.826536,Micro Brewery,704-332-1810,,dLHwKK,Limited,Game Winner,American-Style India Pale Ale,6.5,54.0,N,IPA
7369,2U69bM,Birdsong Brewing Co.,Y,Charlotte,North Carolina,35.230652,-80.826536,Micro Brewery,704-332-1810,,5k8d4v,Year Round,Higher Ground IPA,American-Style India Pale Ale,7.0,65.0,N,IPA
7370,2U69bM,Birdsong Brewing Co.,Y,Charlotte,North Carolina,35.230652,-80.826536,Micro Brewery,704-332-1810,,PWkVAN,Winter,Honey Pie,Imperial or Double India Pale Ale,8.9,80.0,N,IPA
7371,2U69bM,Birdsong Brewing Co.,Y,Charlotte,North Carolina,35.230652,-80.826536,Micro Brewery,704-332-1810,,qfFDnS,Year Round,Jalapeño Pale Ale,Chili Pepper Beer,5.5,45.0,N,Other
7372,2U69bM,Birdsong Brewing Co.,Y,Charlotte,North Carolina,35.230652,-80.826536,Micro Brewery,704-332-1810,,LPksR4,Year Round,Lazy Bird Brown Ale,American-Style Brown Ale,5.5,45.0,N,Ale
7373,2U69bM,Birdsong Brewing Co.,Y,Charlotte,North Carolina,35.230652,-80.826536,Micro Brewery,704-332-1810,,nD1h0w,Winter,MexiCali Stout,Specialty Beer,5.8,35.0,N,Other
7374,2U69bM,Birdsong Brewing Co.,Y,Charlotte,North Carolina,35.230652,-80.826536,Micro Brewery,704-332-1810,,Vy1aaP,Year Round,Paradise City,Session India Pale Ale,4.8,45.0,N,IPA
7375,2U69bM,Birdsong Brewing Co.,Y,Charlotte,North Carolina,35.230652,-80.826536,Micro Brewery,704-332-1810,,q7nkFI,Limited,Pink Robots,American-Style Sour Ale,3.9,5.0,N,Ale
7376,2U69bM,Birdsong Brewing Co.,Y,Charlotte,North Carolina,35.230652,-80.826536,Micro Brewery,704-332-1810,,nhwWfs,Limited,Prehistoric Dog,Wood- and Barrel-Aged Strong Beer,10.5,60.0,N,Other
7377,2U69bM,Birdsong Brewing Co.,Y,Charlotte,North Carolina,35.230652,-80.826536,Micro Brewery,704-332-1810,,YZa4i4,,Raise a Ruckus,Rye Ale or Lager with or without Yeast,5.3,25.0,N,Other
7378,2U69bM,Birdsong Brewing Co.,Y,Charlotte,North Carolina,35.230652,-80.826536,Micro Brewery,704-332-1810,,1qTJJo,,Red House Wheat,American-Style Wheat Beer,4.3,15.0,N,Wheat Beer
7379,2U69bM,Birdsong Brewing Co.,Y,Charlotte,North Carolina,35.230652,-80.826536,Micro Brewery,704-332-1810,,J2Sz6P,Year Round,Rewind Lager,American-Style Lager,4.0,22.0,N,Lager
7380,2U69bM,Birdsong Brewing Co.,Y,Charlotte,North Carolina,35.230652,-80.826536,Micro Brewery,704-332-1810,,mXwCme,,Rice Rice Baby,Sweet or Cream Stout,5.3,33.0,N,Stout
7381,2U69bM,Birdsong Brewing Co.,Y,Charlotte,North Carolina,35.230652,-80.826536,Micro Brewery,704-332-1810,,eTSFxA,Seasonal,Say It To My Face,Imperial or Double India Pale Ale,7.7,70.0,N,IPA
7382,2U69bM,Birdsong Brewing Co.,Y,Charlotte,North Carolina,35.230652,-80.826536,Micro Brewery,704-332-1810,,yGZCTw,,St. Tuber Abbey Ale,Belgian-Style Dubbel,6.7,,N,Other
7383,2U69bM,Birdsong Brewing Co.,Y,Charlotte,North Carolina,35.230652,-80.826536,Micro Brewery,704-332-1810,,dOiIf8,,Sticky Situation,American-Style India Pale Ale,,,N,IPA
7384,2U69bM,Birdsong Brewing Co.,Y,Charlotte,North Carolina,35.230652,-80.826536,Micro Brewery,704-332-1810,,Aixpow,,Sunshine Lemon Gose,Contemporary Gose,4.7,10.0,N,Other
7385,2U69bM,Birdsong Brewing Co.,Y,Charlotte,North Carolina,35.230652,-80.826536,Micro Brewery,704-332-1810,,AtIsrV,Limited,The Pride,Belgian-Style Dubbel,9.3,35.0,N,Other
7386,2U69bM,Birdsong Brewing Co.,Y,Charlotte,North Carolina,35.230652,-80.826536,Micro Brewery,704-332-1810,,ak48Am,,Turtles On Pterodactyls,Specialty Stouts,5.9,50.0,N,Other
7387,2U69bM,Birdsong Brewing Co.,Y,Charlotte,North Carolina,35.230652,-80.826536,Micro Brewery,704-332-1810,,Jw8SPC,Limited,Up on the Sun,French & Belgian-Style Saison,7.5,35.0,N,Saison
7388,2U69bM,Birdsong Brewing Co.,Y,Charlotte,North Carolina,35.230652,-80.826536,Micro Brewery,704-332-1810,,KZDesC,Fall,Wake Up Porter,Coffee-Flavored Beer,5.8,29.0,N,Other
7389,2U69bM,Birdsong Brewing Co.,Y,Charlotte,North Carolina,35.230652,-80.826536,Micro Brewery,704-332-1810,,YtYFTk,,Weasels On Woodpeckers,French & Belgian-Style Saison,7.8,35.0,N,Saison
7390,7YjMl7,Tar Banks Brewing Co.,Y,Louisburg,North Carolina,36.099260799999996,-78.30053149999999,Micro Brewery,919-729-1750,https://www.tarbanksbrewing.com/,qIxMyz,Year Round,Person Place or Pilsner,German-Style Pilsener,5.0,27.0,N,Other
7391,7YjMl7,Tar Banks Brewing Co.,Y,Louisburg,North Carolina,36.099260799999996,-78.30053149999999,Micro Brewery,919-729-1750,https://www.tarbanksbrewing.com/,ScgB8Q,Year Round,The Lucky Nut Brown Ale,English-Style Brown Ale,5.4,23.0,N,Ale
7392,7YjMl7,Tar Banks Brewing Co.,Y,Louisburg,North Carolina,36.099260799999996,-78.30053149999999,Micro Brewery,919-729-1750,https://www.tarbanksbrewing.com/,4wOzHr,Year Round,Up In Smoke,Baltic-Style Porter,6.7,29.0,N,Porter
7393,7YjMl7,Tar Banks Brewing Co.,Y,Louisburg,North Carolina,36.099260799999996,-78.30053149999999,Micro Brewery,919-729-1750,https://www.tarbanksbrewing.com/,qIxMyz,Year Round,Person Place or Pilsner,German-Style Pilsener,5.0,27.0,N,Other
7394,7YjMl7,Tar Banks Brewing Co.,Y,Louisburg,North Carolina,36.099260799999996,-78.30053149999999,Micro Brewery,919-729-1750,https://www.tarbanksbrewing.com/,ScgB8Q,Year Round,The Lucky Nut Brown Ale,English-Style Brown Ale,5.4,23.0,N,Ale
7395,7YjMl7,Tar Banks Brewing Co.,Y,Louisburg,North Carolina,36.099260799999996,-78.30053149999999,Micro Brewery,919-729-1750,https://www.tarbanksbrewing.com/,4wOzHr,Year Round,Up In Smoke,Baltic-Style Porter,6.7,29.0,N,Porter
7396,QM3KJY,Tek Mountain Brewing,Y,Wilmington,North Carolina,34.2430338,-77.8213126,Nano Brewery,(910) 470-5334,,PlCm7C,Limited,James Watt Scottish,Scottish-Style Export Ale,4.0,20.0,N,Ale
7397,QM3KJY,Tek Mountain Brewing,Y,Wilmington,North Carolina,34.2430338,-77.8213126,Nano Brewery,(910) 470-5334,,PlCm7C,Limited,James Watt Scottish,Scottish-Style Export Ale,4.0,20.0,N,Ale
7398,UkUMx0,Full Moon Brewery,Y,Manteo,North Carolina,35.909283,-75.669251,Brewpub,(252) 473-6666,,45K0w8,Year Round,Baltimore Blonde,Classic English-Style Pale Ale,5.0,,N,Pale Ale
7399,UkUMx0,Full Moon Brewery,Y,Manteo,North Carolina,35.909283,-75.669251,Brewpub,(252) 473-6666,,gP2p5Z,Year Round,Charon Stout,Classic Irish-Style Dry Stout,4.1,,N,Stout
7400,UkUMx0,Full Moon Brewery,Y,Manteo,North Carolina,35.909283,-75.669251,Brewpub,(252) 473-6666,,RlbCmh,Year Round,Lost Colony Ale,English-Style Brown Ale,5.0,,N,Ale
7401,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,fsXdMD,Limited,Anniversary Alt,German-Style Altbier,6.0,,N,Other
7402,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,3Yd92x,,Bauern Bock,Traditional German-Style Bock,7.5,,N,Other
7403,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,uyRBWK,Limited,Bauren Bock,German-Style Doppelbock,7.5,30.0,N,Other
7404,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,s29uy0,,Brauhaus Vienna,Vienna-Style Lager,6.5,,N,Lager
7405,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,41Gl41,Year Round,Captain Jack Pilsner,German-Style Pilsener,4.8,27.0,N,Other
7406,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,XI9zfl,Winter,Dunkel,European-Style Dark / Münchner Dunkel,4.9,28.0,N,Other
7407,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,HA8Npb,Limited,Dunkelweizen,South German-Style Dunkel Weizen / Dunkel Weissbier,5.6,20.0,N,Other
7408,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,DWEsBS,Limited,Fat Boy,Baltic-Style Porter,8.5,,N,Porter
7409,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,M2ZFzn,,Frost Warning,South German-Style Dunkel Weizen / Dunkel Weissbier,7.0,,N,Other
7410,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,gKzZDS,Spring,Fruhbock,Traditional German-Style Bock,6.0,28.0,N,Other
7411,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,NNOPgI,Seasonal,Hornets Nest,South German-Style Hefeweizen / Hefeweissbier,5.2,,N,Hefeweizen
7412,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,q3yjuE,,Kellerbier,Kellerbier or Zwickelbier,5.2,35.0,N,Other
7413,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,hZjtZw,,Mecklenburger,Münchner (Munich)-Style Helles,4.9,20.0,N,Other
7414,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,IeiNMt,Fall,Mecktoberfest,German-Style Märzen,5.4,24.0,N,Other
7415,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,RhXwua,Year Round,OMB Copper,German-Style Altbier,4.8,31.0,N,Other
7416,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,6V8f8K,Summer,Rein Pale Ale,American-Style Pale Ale,5.2,48.0,N,Pale Ale
7417,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,M5x2xN,,Southside Weiss,American-Style Wheat Beer,5.4,,N,Wheat Beer
7418,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,9bsnpC,Winter,Yule Bock,Traditional German-Style Bock,6.5,,N,Other
7419,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,lvIDh8,,Zwei Brüder,American-Style Wheat Beer,5.3,45.0,N,Wheat Beer
7420,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,fsXdMD,Limited,Anniversary Alt,German-Style Altbier,6.0,,N,Other
7421,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,3Yd92x,,Bauern Bock,Traditional German-Style Bock,7.5,,N,Other
7422,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,uyRBWK,Limited,Bauren Bock,German-Style Doppelbock,7.5,30.0,N,Other
7423,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,s29uy0,,Brauhaus Vienna,Vienna-Style Lager,6.5,,N,Lager
7424,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,41Gl41,Year Round,Captain Jack Pilsner,German-Style Pilsener,4.8,27.0,N,Other
7425,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,XI9zfl,Winter,Dunkel,European-Style Dark / Münchner Dunkel,4.9,28.0,N,Other
7426,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,HA8Npb,Limited,Dunkelweizen,South German-Style Dunkel Weizen / Dunkel Weissbier,5.6,20.0,N,Other
7427,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,DWEsBS,Limited,Fat Boy,Baltic-Style Porter,8.5,,N,Porter
7428,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,M2ZFzn,,Frost Warning,South German-Style Dunkel Weizen / Dunkel Weissbier,7.0,,N,Other
7429,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,gKzZDS,Spring,Fruhbock,Traditional German-Style Bock,6.0,28.0,N,Other
7430,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,NNOPgI,Seasonal,Hornets Nest,South German-Style Hefeweizen / Hefeweissbier,5.2,,N,Hefeweizen
7431,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,q3yjuE,,Kellerbier,Kellerbier or Zwickelbier,5.2,35.0,N,Other
7432,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,hZjtZw,,Mecklenburger,Münchner (Munich)-Style Helles,4.9,20.0,N,Other
7433,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,IeiNMt,Fall,Mecktoberfest,German-Style Märzen,5.4,24.0,N,Other
7434,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,RhXwua,Year Round,OMB Copper,German-Style Altbier,4.8,31.0,N,Other
7435,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,6V8f8K,Summer,Rein Pale Ale,American-Style Pale Ale,5.2,48.0,N,Pale Ale
7436,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,M5x2xN,,Southside Weiss,American-Style Wheat Beer,5.4,,N,Wheat Beer
7437,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,9bsnpC,Winter,Yule Bock,Traditional German-Style Bock,6.5,,N,Other
7438,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/,lvIDh8,,Zwei Brüder,American-Style Wheat Beer,5.3,45.0,N,Wheat Beer
7439,6jDZlV,Trophy Brewing Company,Y,Raleigh,North Carolina,35.779672,-78.6534982,Brewpub,(919) 803-4849,http://www.trophybrewing.com/,ACbdts,,30 Fathoms,Baltic-Style Porter,7.25,,N,Porter
7440,6jDZlV,Trophy Brewing Company,Y,Raleigh,North Carolina,35.779672,-78.6534982,Brewpub,(919) 803-4849,http://www.trophybrewing.com/,4IrHkl,,Azacca D.A.V.E.,Classic English-Style Pale Ale,5.5,,N,Pale Ale
7441,6jDZlV,Trophy Brewing Company,Y,Raleigh,North Carolina,35.779672,-78.6534982,Brewpub,(919) 803-4849,http://www.trophybrewing.com/,uJs3Py,,Best in Show,French & Belgian-Style Saison,6.75,,N,Saison
7442,6jDZlV,Trophy Brewing Company,Y,Raleigh,North Carolina,35.779672,-78.6534982,Brewpub,(919) 803-4849,http://www.trophybrewing.com/,zuU6B9,,Biggest Flirt,Belgian-Style Pale Ale,7.4,,N,Pale Ale
