,brewery_id,beer_id,availability,beer_name,beer_style,abv,ibu,is_retired,master_style
5045,rOLOWd,HwhbF7,Year Round,Farmhouse Dubbel,Belgian-Style Dubbel,8.8,,N,Other
5046,rOLOWd,8ts1hQ,Year Round,Farmhouse IPA,American-Style India Pale Ale,8.9,,N,IPA
5047,rOLOWd,uGQPOY,Limited,Farmhouse Saison: Batch II,French & Belgian-Style Saison,5.8,,N,Saison
5048,rOLOWd,fcyn5g,Year Round,Farmhouse Tripel,Belgian-Style Tripel,10.2,,N,Other
5049,rOLOWd,ofoMdN,Year Round,High Water IPA,American-Style India Pale Ale,7.2,,N,IPA
5050,rOLOWd,QzXAmo,Year Round,Lili's Breakfast Stout,American-Style Stout,5.8,,N,Stout
5051,rOLOWd,Wa9DXz,Year Round,Purdy's Pale Ale,American-Style Pale Ale,5.7,,N,Pale Ale
5052,yWrMiq,9R1Oeh,Year Round,Banana Wheat,South German-Style Hefeweizen / Hefeweissbier,4.5,6.0,N,Hefeweizen
5053,yWrMiq,wvyIKU,Year Round,Bodhisattva Wit,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.0,10.0,N,Other
5054,yWrMiq,nt8imn,Year Round,Burdock Saints Bourbon Barrel Aged Baltic Porter,Baltic-Style Porter,10.2,25.0,N,Porter
5055,yWrMiq,5ynrsB,Year Round,Chai White IPA,American-Style India Pale Ale,5.6,44.0,N,IPA
5056,yWrMiq,QCrWwE,Year Round,Cherry Brut IPA,American-Style India Pale Ale,6.8,50.0,N,IPA
5057,yWrMiq,lkkCo8,Year Round,Chimperial IPA,Imperial or Double India Pale Ale,8.0,65.0,N,IPA
5058,yWrMiq,chudGR,Year Round,Coconut Curry India Black Ale,American-Style India Pale Ale,6.4,64.0,N,IPA
5059,yWrMiq,ZFh6Tv,Year Round,Honey Fig Saison,French & Belgian-Style Saison,6.4,17.0,N,Saison
5060,yWrMiq,F1dRPs,Year Round,Kölsch,German-Style Kölsch / Köln-Style Kölsch,4.5,19.0,N,Other
5061,yWrMiq,0OBp70,Year Round,Orange Blossom Ginger Tripel,Belgian-Style Tripel,8.5,18.0,N,Other
5062,yWrMiq,KcFUB3,Year Round,Pale By Rail,Classic English-Style Pale Ale,5.2,34.0,N,Pale Ale
5063,yWrMiq,BZPudM,Year Round,Pineapple Rail NEIPA,American-Style India Pale Ale,5.0,50.0,N,IPA
5064,yWrMiq,Tf53ik,Year Round,Pineapple Sage Gose,Contemporary Gose,4.5,6.0,N,Other
5065,yWrMiq,rLMFZJ,Year Round,Pineapple Sage Gose,Contemporary Gose,4.5,6.0,N,Other
5066,yWrMiq,iIWg1c,Year Round,Signal Red Saison,French & Belgian-Style Saison,5.5,27.0,N,Saison
5067,yWrMiq,O4T0xZ,Year Round,SOB (South Of the Border) Porter,Brown Porter,4.5,15.0,N,Porter
5068,pLDF9A,DmDe8r,Seasonal,BeerGasm,American-Style Barley Wine Ale,10.5,46.0,N,Ale
5069,pLDF9A,3XfZXX,Seasonal,English Ale,Classic English-Style Pale Ale,6.5,38.6,N,Pale Ale
5070,pLDF9A,lJtuhv,Year Round,FCA IPA,American-Style India Pale Ale,7.5,73.0,N,IPA
5071,pLDF9A,PZ9Qvv,Seasonal,Honey Wheat,American-Style Wheat Beer,5.5,9.7,N,Wheat Beer
5072,pLDF9A,Avhod3,Year Round,Ka-Bar Brown,American-Style Brown Ale,6.0,,N,Ale
5073,pLDF9A,Ybz0Tc,Year Round,Mastiff,Oatmeal Stout,6.5,32.5,N,Stout
5074,pLDF9A,nFQcmU,Seasonal,Pale Ale,American-Style Pale Ale,5.25,11.9,N,Pale Ale
5075,pLDF9A,OJqB4H,,Pineland Pale Ale,American-Style Pale Ale,5.25,,N,Pale Ale
5076,pLDF9A,frONgy,Seasonal,Vanilla Porter,Brown Porter,6.0,32.0,N,Porter
5077,pLDF9A,DmDe8r,Seasonal,BeerGasm,American-Style Barley Wine Ale,10.5,46.0,N,Ale
5078,pLDF9A,3XfZXX,Seasonal,English Ale,Classic English-Style Pale Ale,6.5,38.6,N,Pale Ale
5079,pLDF9A,lJtuhv,Year Round,FCA IPA,American-Style India Pale Ale,7.5,73.0,N,IPA
5080,pLDF9A,PZ9Qvv,Seasonal,Honey Wheat,American-Style Wheat Beer,5.5,9.7,N,Wheat Beer
5081,pLDF9A,Avhod3,Year Round,Ka-Bar Brown,American-Style Brown Ale,6.0,,N,Ale
5082,pLDF9A,Ybz0Tc,Year Round,Mastiff,Oatmeal Stout,6.5,32.5,N,Stout
5083,pLDF9A,nFQcmU,Seasonal,Pale Ale,American-Style Pale Ale,5.25,11.9,N,Pale Ale
5084,pLDF9A,OJqB4H,,Pineland Pale Ale,American-Style Pale Ale,5.25,,N,Pale Ale
5085,pLDF9A,frONgy,Seasonal,Vanilla Porter,Brown Porter,6.0,32.0,N,Porter
5086,k5p3Fy,LZUQbF,,Amarillo Saison,French & Belgian-Style Saison,,,N,Saison
5087,k5p3Fy,RA6TMQ,,Baby Goose IPA,American-Style India Pale Ale,,,N,IPA
5088,k5p3Fy,CWer3Y,,Beer Garden Kolsch,German-Style Kölsch / Köln-Style Kölsch,4.7,,N,Other
5089,k5p3Fy,3TpHVr,,Blair's Breakfast Stout,American-Style Stout,7.0,,N,Stout
5090,k5p3Fy,fnY5fI,,Coffee Porter,Robust Porter,5.4,,N,Porter
5091,k5p3Fy,XVRjGj,,Houblon de Ferme,French & Belgian-Style Saison,7.2,,N,Saison
5092,k5p3Fy,iC9d8P,,Midtown Swank,American-Style India Pale Ale,8.2,,N,IPA
5093,k5p3Fy,aCw2u7,,Sneaky Goose Double IPA,Imperial or Double India Pale Ale,9.6,,N,IPA
5094,k5p3Fy,KVsRHq,,Tropical Lightning,American-Style India Pale Ale,7.6,,N,IPA
5095,bKdrSr,deu2Sy,,Big Sister,Imperial or Double India Pale Ale,8.0,,N,IPA
5096,bKdrSr,1LBEJX,,Crazy Lucia,Belgian-Style Blonde Ale,6.1,,N,Ale
5097,bKdrSr,P1SQA6,,Lake View,American-Style Pale Ale,5.5,,N,Pale Ale
5098,bKdrSr,LZEtNa,,Little Sis,American-Style India Pale Ale,6.5,1.055,N,IPA
5099,bKdrSr,6vnH4i,,Local Influence Series,French & Belgian-Style Saison,,,N,Saison
5100,bKdrSr,sILelq,,Session Sour Series,American-Style Sour Ale,,,N,Ale
5101,bKdrSr,Uc4SvH,,Tied On,Belgian-Style Pale Strong Ale,8.9,1.078,N,Ale
5102,bKdrSr,FycqcP,,Tweener,French & Belgian-Style Saison,5.5,1.048,N,Saison
5103,bKdrSr,ITR2VW,,Wakey Wakey,Coffee-Flavored Beer,6.0,14.0,N,Other
5104,YW1tHH,9ywexZ,,A Paranormal Vibe,Imperial or Double India Pale Ale,8.5,55.0,N,IPA
5105,YW1tHH,raBlrT,,Adoration,French & Belgian-Style Saison,6.5,47.0,N,Saison
5106,YW1tHH,f15Pf9,,Allegory of Gluttony And Lust,Imperial or Double India Pale Ale,8.5,55.0,N,IPA
5107,YW1tHH,v2PIdz,,Ammunition,American-Style Brown Ale,4.5,,N,Ale
5108,YW1tHH,BRaDnP,,An Imaginary Spirit of the Air,French & Belgian-Style Saison,4.8,,N,Saison
5109,YW1tHH,0RqQyr,,Anno Domini XV,French & Belgian-Style Saison,,,N,Saison
5110,YW1tHH,pITdPV,Limited,Beacon of the Abyss,American-Style Lager,5.0,,N,Lager
5111,YW1tHH,IigUUY,,Billows,German-Style Kölsch / Köln-Style Kölsch,4.9,0.0,N,Other
5112,Ll00zf,5t7Za7,,Blackfalls,Baltic-Style Porter,7.3,40.0,N,Porter
5113,YW1tHH,wM03un,,Blade & Sheath,American-Style Pale Ale,6.0,,N,Pale Ale
5114,YW1tHH,eOiFTu,,Bolo Coconut Brown,American-Style Brown Ale,5.6,30.0,N,Ale
5115,YW1tHH,pAN7fH,,Bright Lights & Butterfly Blades,American-Style Sour Ale,6.5,2.0,N,Ale
5116,YW1tHH,izGUMT,,Ceremonial Session IPA,Session India Pale Ale,4.0,35.0,N,IPA
5117,YW1tHH,da7ScU,,Ceremonial Session IPA - Citra,American-Style India Pale Ale,4.0,35.0,N,IPA
5118,YW1tHH,0d1LPA,,Crucifix,Belgian-Style Tripel,9.1,,N,Other
5119,YW1tHH,Kcn7zb,,Gandasa,American-Style India Pale Ale,8.0,,N,IPA
5120,YW1tHH,OcOHGR,,Gang of Blades,Imperial or Double India Pale Ale,8.3,80.0,N,IPA
5121,YW1tHH,Z7rPdy,,Griddle Imperial Espresso Stout,American-Style Imperial Stout,10.0,60.0,N,Stout
5122,YW1tHH,ycGq6d,,Hawk Bill IPA,American-Style India Pale Ale,6.0,55.0,N,IPA
5123,YW1tHH,Cmb3dj,,Hawkbill IPA,American-Style India Pale Ale,6.0,55.0,N,IPA
5124,YW1tHH,t29rmm,Limited,Haysaw Saison,French & Belgian-Style Saison,6.2,26.0,N,Saison
5125,YW1tHH,Qd8mYy,,Houtenhamer Double Barrel-Aged Imperial Stout,American-Style Imperial Stout,10.0,60.0,N,Stout
5126,YW1tHH,7YtlEK,,I know For A Fact You Don't Party,American-Style Imperial Stout,10.0,,N,Stout
5127,YW1tHH,teX1y1,,Inner Tube,American-Style Lager,3.2,,N,Lager
5128,iodDki,B3xR9s,,Inverted Fields Ablaze,German-Style Heller Bock/Maibock,7.1,32.0,N,Other
5129,YW1tHH,9TDMZo,,Mango Lassi Gose,Contemporary Gose,4.0,11.0,N,Other
5130,YW1tHH,cwk9Yb,,Ocean Swallows,Contemporary Gose,4.5,,N,Other
5131,YW1tHH,5aVcK7,,One For Me,Münchner (Munich)-Style Helles,5.5,25.0,N,Other
5132,YW1tHH,MJ36OW,Limited,Pipehawk Mountain Ale,Session India Pale Ale,5.5,35.0,N,IPA
5133,YW1tHH,5o81tC,,Prismatic Eye,Imperial or Double India Pale Ale,,,N,IPA
5134,YW1tHH,GiR3dL,,Scythe Rye India Pale Ale,American-Style India Pale Ale,7.0,66.0,N,IPA
5135,YW1tHH,7lHmNi,,Secrets And Lovers,Münchner (Munich)-Style Helles,5.1,,N,Other
5136,YW1tHH,iScBqW,,Shadowclock Pilsner,American-Style Pilsener,5.5,,N,Other
5137,YW1tHH,y4PQrb,,Ship Of Fools,French & Belgian-Style Saison,4.6,,N,Saison
5138,YW1tHH,g6OISL,,Skillet Donut Stout,American-Style Stout,8.0,60.0,N,Stout
5139,YW1tHH,hTzkE2,,Skullsaw Porter,Brown Porter,6.0,40.0,N,Porter
5140,YW1tHH,jzKIF5,Limited,Spoon Oatmeal Pale Ale,American-Style Pale Ale,6.3,37.0,N,Pale Ale
5141,YW1tHH,VLsfwD,Limited,Surf Wax IPA,American-Style India Pale Ale,6.8,80.0,N,IPA
5142,YW1tHH,bwiv3D,,The Cosmic and Divine Imperial Stout,Specialty Stouts,,,N,Other
5143,YW1tHH,HKoDoa,,The Crystal Sphere,Imperial or Double India Pale Ale,8.3,,N,IPA
5144,YW1tHH,1DIy6M,,The Keeper's Veil,French & Belgian-Style Saison,5.3,,N,Saison
5145,YW1tHH,KUPnL6,,The Pain That Kills,Contemporary Gose,5.0,1.0,N,Other
5146,YW1tHH,dX1mFn,,The Rosary,Belgian-Style Dubbel,,,N,Other
5147,YW1tHH,lAkghp,,The Separation of Light and Darkness,French & Belgian-Style Saison,5.0,20.0,N,Saison
5148,YW1tHH,4hdK3X,,The Tearing of Flesh From Bone,Imperial or Double India Pale Ale,8.2,50.0,N,IPA
5149,YW1tHH,wwVw92,,Thresher,French & Belgian-Style Saison,4.8,,N,Saison
5150,YW1tHH,nG65h1,,ThumbScrews,American-Style Black Ale,9.0,100.0,N,Ale
5151,YW1tHH,OwQJ5x,,Tin Cup Camp Stout,Sweet or Cream Stout,5.0,45.0,N,Stout
5152,YW1tHH,FGSxi2,,Transfiguration,French & Belgian-Style Saison,7.7,,N,Saison
5153,YW1tHH,9fquwr,,Tuskhorn,American-Style India Pale Ale,7.0,0.0,N,IPA
5154,YW1tHH,Qhu4iq,,Ulfberht Baltic Porter,Baltic-Style Porter,7.8,40.0,N,Porter
5155,YW1tHH,5Cea9X,,Velvet Magnum,American-Style Imperial Stout,9.0,15.0,N,Stout
5156,YW1tHH,7fbU5e,Limited,Voorhamer Imperial Stout,American-Style Imperial Stout,10.0,91.0,N,Stout
5157,YW1tHH,ylnQQN,,Waves Crash Upon Us - Brett Pale,American-Style Pale Ale,5.8,40.0,N,Pale Ale
5158,YW1tHH,OJIXFj,,Winnower,Brown Porter,6.5,,N,Porter
5159,YW1tHH,uWRkjB,,Winnower Chocolate Raspberry Porter,Brown Porter,7.0,,N,Porter
5160,jcF9Q6,ljNzIS,Year Round,.58 Caliber,American-Style India Pale Ale,,,N,IPA
5161,jcF9Q6,O36nRt,,16th Saison,French & Belgian-Style Saison,7.5,,N,Saison
5162,jcF9Q6,TFaz8D,,Pulp Fiction,American-Style India Pale Ale,6.7,,N,IPA
5163,jcF9Q6,hLtETo,,St Arnulf,Belgian-Style Dark Strong Ale,11.0,28.0,N,Ale
5164,jcF9Q6,ljNzIS,Year Round,.58 Caliber,American-Style India Pale Ale,,,N,IPA
5165,jcF9Q6,O36nRt,,16th Saison,French & Belgian-Style Saison,7.5,,N,Saison
5166,jcF9Q6,TFaz8D,,Pulp Fiction,American-Style India Pale Ale,6.7,,N,IPA
5167,jcF9Q6,hLtETo,,St Arnulf,Belgian-Style Dark Strong Ale,11.0,28.0,N,Ale
5168,jcF9Q6,ljNzIS,Year Round,.58 Caliber,American-Style India Pale Ale,,,N,IPA
5169,jcF9Q6,O36nRt,,16th Saison,French & Belgian-Style Saison,7.5,,N,Saison
5170,jcF9Q6,TFaz8D,,Pulp Fiction,American-Style India Pale Ale,6.7,,N,IPA
5171,jcF9Q6,hLtETo,,St Arnulf,Belgian-Style Dark Strong Ale,11.0,28.0,N,Ale
5172,Kax7jD,deOy1e,,1716 Castle Stormer Scottish Ale,Scottish-Style Heavy Ale,9.0,22.0,N,Ale
5173,Kax7jD,7RkozW,,Baird's Forge Imperial Red,Imperial Red Ale,10.25,87.0,N,Ale
5174,Kax7jD,rkSxqC,,Beach Head Lime Cilantro,Golden or Blonde Ale,6.0,,N,Ale
5175,Kax7jD,I1kzzs,,Blueberry Falls,American-Style Sour Ale,6.05,18.0,N,Ale
5176,Kax7jD,rt3GL8,,Boysenberry Falls Boysenberry Sour,American-Style Sour Ale,5.7,,N,Ale
5177,Kax7jD,gtV9gP,,Castle Stormer,Scotch Ale,9.0,22.0,N,Ale
5178,Kax7jD,B75gtn,,Das Delikat Berliner Weisse,Berliner-Style Weisse (Wheat),3.15,10.0,N,Other
5179,Kax7jD,c2DXBS,,Gunpowder Creek Stout,American-Style Stout,4.8,44.0,N,Stout
5180,Kax7jD,UIFOwC,Year Round,Hoppalachia IPA,American-Style India Pale Ale,6.7,,N,IPA
5181,Kax7jD,COHWP3,,Hot Jalopy Strawberry Sour Ale,American-Style Sour Ale,5.4,19.0,N,Ale
5182,Kax7jD,sHqaKW,Year Round,Knotty Gurl Blonde,Golden or Blonde Ale,4.0,11.0,N,Ale
5183,Kax7jD,QKmMWd,Limited,Knotty Squirrel Imperial Blonde,Golden or Blonde Ale,9.2,,N,Ale
5184,Kax7jD,YFiRLl,Limited,Leaves of Grass Series: Me Imperturbe,Wild Beer,6.5,,N,Other
5185,Kax7jD,2eVAg4,Limited,Perseus Triple IPA,Imperial or Double India Pale Ale,13.4,,N,IPA
5186,Kax7jD,2KwvbG,,Southern Revival,American-Style Imperial Stout,11.8,60.0,N,Stout
5187,Kax7jD,lOqt1c,,Sweet Cherry Falls,American-Style Sour Ale,6.0,,N,Ale
5188,Kax7jD,cSDxtv,,Three Paw Chocolate Hazelnut Porter,Brown Porter,6.1,,N,Porter
5189,Kax7jD,VPQrN0,,Tropical Falls,American-Style Sour Ale,5.5,,N,Ale
5190,Kax7jD,K4QeJF,,TWisted Stem,American-Style Sour Ale,6.0,12.0,N,Ale
5191,Kax7jD,IL7Yur,,Vicki the Elephant Peanut Butter Ale,American-Style Amber Lager,5.7,15.0,N,Lager
5192,s5lxSd,598y5y,Year Round,144 - Juicy Fruit,American-Style India Pale Ale,6.1,,N,IPA
5193,s5lxSd,QRh3EO,,Arkenstone,American-Style Märzen / Oktoberfest,5.8,,N,Other
5194,s5lxSd,XkSvii,Limited,Barrel Aged Mass Extinction,Foreign (Export)-Style Stout,12.0,,N,Stout
5195,s5lxSd,0VuyXa,,Chocolate Chip Pumpkin Cookie,Specialty Beer,5.9,,N,Other
5196,s5lxSd,qVhLn6,Year Round,Dark Matter,Oatmeal Stout,5.4,,N,Stout
5197,s5lxSd,opd3Y0,Limited,Grand Cru 100,Belgian-Style Quadrupel,10.8,,N,Other
5198,s5lxSd,Y5SX3e,,Leafer,American-Style India Pale Ale,6.3,,N,IPA
5199,s5lxSd,SpQ9wX,Year Round,Luminosity,Belgian-Style Tripel,10.0,,N,Other
5200,s5lxSd,2lPrNp,,Magic Hour,Contemporary Gose,4.2,,N,Other
5201,s5lxSd,cpdmh1,,Oak Aged Schism,Other Belgian-Style Ales,9.0,,N,Other
5202,s5lxSd,F2B5EQ,,Old Gaffer,Old Ale,8.3,,N,Ale
5203,s5lxSd,5zLVgj,,Olivia,French & Belgian-Style Saison,4.8,,N,Saison
5204,s5lxSd,HOrTgh,,Ridge Rider,Imperial or Double India Pale Ale,8.6,,N,IPA
5205,s5lxSd,RqWtPm,Limited,Rosemary's Baby,American-Style India Pale Ale,6.3,,N,IPA
5206,s5lxSd,KLpUqA,,Simple Machine,Vienna-Style Lager,5.0,,N,Lager
5207,s5lxSd,bsFjUE,Year Round,Uproot ESB,Extra Special Bitter,5.3,,N,Other
5208,s5lxSd,EByXdf,Year Round,White Noise,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.5,,N,Other
5209,EHyEDE,KuByWW,,A Timely Engagement,American-Style Stout,4.5,,N,Stout
5210,EHyEDE,aQZk9o,Limited,Abbie Was Stout,Foreign (Export)-Style Stout,11.5,,N,Stout
5211,EHyEDE,jaUOsT,,Andy's Honey Pale Ale,American-Style Pale Ale,5.7,48.0,N,Pale Ale
5212,EHyEDE,aPImMt,,Awesome Possum,American-Style India Pale Ale,6.3,,N,IPA
5213,EHyEDE,7Glaj2,,Chasm Lake Barrel Aged Russian Imperial Stout,Wood- and Barrel-Aged Strong Beer,10.0,71.0,N,Other
5214,EHyEDE,1g9Xxr,Year Round,Colorado Fall Golden Coffee Stout,Coffee-Flavored Beer,8.5,25.0,N,Other
5215,EHyEDE,VDVLHi,,Cream of the Crop,American-Style Cream Ale or Lager,5.0,17.0,N,Lager
5216,EHyEDE,YbfcC7,,Don't Get Me Started,American-Style Pale Ale,5.0,,N,Pale Ale
5217,EHyEDE,8oBjPM,,I Knead You,Session India Pale Ale,4.6,,N,IPA
5218,EHyEDE,xFKrFT,,Jeff's Breaktime,Brown Porter,6.2,20.0,N,Porter
5219,EHyEDE,09DC2F,,"La Leche Papi, La Leche!",American-Style Pale Ale,5.2,31.0,N,Pale Ale
5220,EHyEDE,dzsM7I,Year Round,Ma Belle Maison Saison,French & Belgian-Style Saison,5.7,23.0,N,Saison
5221,EHyEDE,mCwbRi,,Mind The Bizz,Session India Pale Ale,3.4,,N,IPA
5222,EHyEDE,GJbAGj,,Piney Ridge Dunkel,South German-Style Dunkel Weizen / Dunkel Weissbier,5.0,18.0,N,Other
5223,2U69bM,mXwCme,,Rice Rice Baby,Sweet or Cream Stout,5.3,33.0,N,Stout
5224,EHyEDE,SMyE5I,,She May,Belgian-Style Pale Strong Ale,10.0,,N,Ale
5225,EHyEDE,pB6Rde,Seasonal,Snowguard Dubbel,Belgian-Style Dubbel,7.5,16.0,N,Other
5226,EHyEDE,sdJyQA,,Sonnebahn Berliner Weisse,Berliner-Style Weisse (Wheat),5.0,4.0,N,Other
5227,EHyEDE,CrNdUD,Seasonal,St. Nigels' Rum Quad,Belgian-Style Quadrupel,9.3,29.0,N,Other
5228,EHyEDE,yDw1BL,,White Aspen Wit,Belgian-Style White (or Wit) / Belgian-Style Wheat,4.9,16.0,N,Other
5229,4w2uep,FCN8Sh,Year Round,Charlemagne,Common Cider,6.0,,N,Other
5230,4w2uep,rW5wc8,Year Round,Nuncio,Fruit Cider,6.2,,N,Other
5231,4w2uep,cseKJG,Year Round,Pomona,Common Cider,6.2,,N,Other
5232,4w2uep,TpoklZ,Year Round,The Puritan,Fruit Cider,6.4,,N,Other
5233,xrLwng,9SH4l0,,Bramblin' Blackberry,Fruit Cider,7.5,,N,Other
5234,xrLwng,ijHiP4,,Chai-Jacked,Fruit Cider,6.25,,N,Other
5235,xrLwng,amDWif,,Cherry Bobbin' Trolls,Fruit Cider,6.9,,N,Other
5236,xrLwng,yQLK1L,,Fuzzy Pomme,Other Specialty Cider or Perry,,,N,Other
5237,xrLwng,LtFdWU,,Holla Piña,Common Cider,6.5,,N,Other
5238,xrLwng,P8pbvx,,Jinja Blue,Fruit Cider,6.5,,N,Other
5239,xrLwng,MXaW5n,,Nor' Easter,English Cider,6.9,,N,Other
5240,xrLwng,sjmA3p,,Queen City Common,Common Cider,6.9,,N,Other
5241,xrLwng,444Kpp,,South End Sweet,New England Cider,6.5,,N,Other
5242,xrLwng,ma5bKX,,Wool Socks,Other Specialty Cider or Perry,6.5,,N,Other
5243,xrLwng,9SH4l0,,Bramblin' Blackberry,Fruit Cider,7.5,,N,Other
5244,xrLwng,ijHiP4,,Chai-Jacked,Fruit Cider,6.25,,N,Other
5245,xrLwng,amDWif,,Cherry Bobbin' Trolls,Fruit Cider,6.9,,N,Other
5246,xrLwng,yQLK1L,,Fuzzy Pomme,Other Specialty Cider or Perry,,,N,Other
5247,xrLwng,LtFdWU,,Holla Piña,Common Cider,6.5,,N,Other
5248,xrLwng,P8pbvx,,Jinja Blue,Fruit Cider,6.5,,N,Other
5249,xrLwng,MXaW5n,,Nor' Easter,English Cider,6.9,,N,Other
5250,xrLwng,sjmA3p,,Queen City Common,Common Cider,6.9,,N,Other
5251,xrLwng,444Kpp,,South End Sweet,New England Cider,6.5,,N,Other
5252,xrLwng,ma5bKX,,Wool Socks,Other Specialty Cider or Perry,6.5,,N,Other
5253,pd5sQn,v7Q81W,Summer,Royal Peach,Fruit Cider,7.5,,N,Other
5254,pd5sQn,cb2Vvu,Year Round,The Spice Merchant,Other Specialty Cider or Perry,6.0,,N,Other
5255,pd5sQn,XozyLX,Year Round,The Standard Bearer,English Cider,7.0,,N,Other
5256,pd5sQn,4ZJqSs,Year Round,Village Tart,Fruit Cider,7.5,,N,Other
5257,pd5sQn,v7Q81W,Summer,Royal Peach,Fruit Cider,7.5,,N,Other
5258,pd5sQn,cb2Vvu,Year Round,The Spice Merchant,Other Specialty Cider or Perry,6.0,,N,Other
5259,pd5sQn,XozyLX,Year Round,The Standard Bearer,English Cider,7.0,,N,Other
5260,pd5sQn,4ZJqSs,Year Round,Village Tart,Fruit Cider,7.5,,N,Other
5261,pwfPCD,7Y1KTM,Seasonal,Aces & Ates,Sweet or Cream Stout,8.0,,N,Stout
5262,pwfPCD,0uSlJJ,,Air Support IPA,American-Style India Pale Ale,6.5,,N,IPA
5263,pwfPCD,Gi17wT,Year Round,Angry Angel,German-Style Kölsch / Köln-Style Kölsch,4.5,20.0,N,Other
5264,pwfPCD,YZlkrt,,Autumn,American-Style Amber/Red Ale,5.0,,N,Ale
5265,pwfPCD,eOIJn2,Year Round,Bad Penny,American-Style Brown Ale,5.5,25.0,N,Ale
5266,pwfPCD,YQHjvN,Limited,Belle Wringer,Belgian-Style White (or Wit) / Belgian-Style Wheat,,,N,Other
5267,pwfPCD,Rgpucp,Seasonal,Big Operator,Other Belgian-Style Ales,8.0,,N,Other
5268,pwfPCD,ECE4rK,Limited,Big Stinky,American-Style India Pale Ale,7.6,,N,IPA
5269,pwfPCD,n3jMEF,Limited,Black Diamond Express,Fruit Beer,5.0,,N,Other
5270,pwfPCD,ajfUAW,Year Round,Blanco Diablo,Belgian-Style White (or Wit) / Belgian-Style Wheat,4.5,16.0,N,Other
5271,pwfPCD,fFAKIK,,Blanco Diablo With Cucumber,Fruit Beer,4.3,20.0,N,Other
5272,pwfPCD,hNsEYU,Limited,Bockscar,American-Style Lager,5.8,,N,Lager
5273,pwfPCD,R73MMx,Spring,D'ICER,South German-Style Dunkel Weizen / Dunkel Weissbier,5.5,,N,Other
5274,pwfPCD,i0yii6,Seasonal,Deuces Wild,Imperial or Double India Pale Ale,9.0,,N,IPA
5275,pwfPCD,pN76TO,Seasonal,Harvest Time,Herb and Spice Beer,4.5,16.0,N,Other
5276,pwfPCD,YngH1r,Year Round,Hell's Belle,Other Belgian-Style Ales,7.0,30.0,N,Other
5277,pwfPCD,D3OIJx,Year Round,High Roller,American-Style India Pale Ale,6.75,,N,IPA
5278,pwfPCD,Ak0Y4o,Limited,High Roller II,American-Style India Pale Ale,7.8,,N,IPA
5279,pwfPCD,SpfhAC,Limited,In the Mood,Brown Porter,5.6,,N,Porter
5280,pwfPCD,qVwt0l,Limited,KXXXXXXY Colonel,Wood- and Barrel-Aged Beer,5.5,,N,Other
5281,pwfPCD,zYmSYS,Limited,Little Larry,Belgian-Style Pale Ale,5.5,,N,Pale Ale
5282,pwfPCD,GRlX4n,Limited,Local Girl,"Fresh ""Wet"" Hop Ale",,,N,Ale
5283,pwfPCD,40YimG,Seasonal,Monkey Bizz-Ness,Other Belgian-Style Ales,9.0,,N,Other
5284,pwfPCD,1VFSRp,Limited,Night Knight,American-Style Black Ale,6.5,,N,Ale
5285,pwfPCD,Jmq7cV,Limited,One Meatball,Classic English-Style Pale Ale,5.5,,N,Pale Ale
5286,pwfPCD,bsVGht,Limited,Sack Time,American-Style Amber/Red Ale,5.5,,N,Ale
5287,pwfPCD,3X7viz,,Saints on Raspberries,Wild Beer,5.0,,N,Other
5288,pwfPCD,uryzsf,Seasonal,Saucy Pants,French & Belgian-Style Saison,4.5,,N,Saison
5289,pwfPCD,qq9JJU,,Shutterbug,Wild Beer,5.5,,N,Other
5290,pwfPCD,59OVJd,Limited,Spare Parts,Wood- and Barrel-Aged Beer,6.4,,N,Other
5291,pwfPCD,hT7JT4,Limited,Special Delivery,Specialty Stouts,8.0,,N,Other
5292,pwfPCD,KejYh3,,Tavern Ale,Extra Special Bitter,7.0,47.0,N,Other
5293,pwfPCD,e82ivM,Seasonal,The Centaur,French & Belgian-Style Saison,,,N,Saison
5294,pwfPCD,w6Yvlw,Limited,The Liquidator,German-Style Doppelbock,7.8,,N,Other
5295,pwfPCD,N6vqyB,Limited,The Scarab - Strange Cargo Series,Wood- and Barrel-Aged Beer,5.0,,N,Other
5296,pwfPCD,EGVaGU,Seasonal,War Hawk,American-Style Pale Ale,6.5,,N,Pale Ale
5297,pwfPCD,7Y1KTM,Seasonal,Aces & Ates,Sweet or Cream Stout,8.0,,N,Stout
5298,pwfPCD,0uSlJJ,,Air Support IPA,American-Style India Pale Ale,6.5,,N,IPA
5299,pwfPCD,Gi17wT,Year Round,Angry Angel,German-Style Kölsch / Köln-Style Kölsch,4.5,20.0,N,Other
5300,pwfPCD,YZlkrt,,Autumn,American-Style Amber/Red Ale,5.0,,N,Ale
5301,pwfPCD,eOIJn2,Year Round,Bad Penny,American-Style Brown Ale,5.5,25.0,N,Ale
5302,pwfPCD,YQHjvN,Limited,Belle Wringer,Belgian-Style White (or Wit) / Belgian-Style Wheat,,,N,Other
5303,pwfPCD,Rgpucp,Seasonal,Big Operator,Other Belgian-Style Ales,8.0,,N,Other
5304,pwfPCD,ECE4rK,Limited,Big Stinky,American-Style India Pale Ale,7.6,,N,IPA
5305,pwfPCD,n3jMEF,Limited,Black Diamond Express,Fruit Beer,5.0,,N,Other
