brewery,beer_name,beer_style,availability,abv,master_style
Granite Falls Brewing Company,Sweet Cherry Falls,American-Style Sour Ale,,6.0,Ale
Granite Falls Brewing Company,Three Paw Chocolate Hazelnut Porter,Brown Porter,,6.1,Porter
Granite Falls Brewing Company,Tropical Falls,American-Style Sour Ale,,5.5,Ale
Granite Falls Brewing Company,TWisted Stem,American-Style Sour Ale,,6.0,Ale
Granite Falls Brewing Company,Vicki the Elephant Peanut Butter Ale,American-Style Amber Lager,,5.7,Lager
Twin Leaf Brewery,144 - Juicy Fruit,American-Style India Pale Ale,Year Round,6.1,IPA
Twin Leaf Brewery,Arkenstone,American-Style Märzen / Oktoberfest,,5.8,Other
Twin Leaf Brewery,Barrel Aged Mass Extinction,Foreign (Export)-Style Stout,Limited,12.0,Stout
Twin Leaf Brewery,Chocolate Chip Pumpkin Cookie,Specialty Beer,,5.9,Other
Twin Leaf Brewery,Dark Matter,Oatmeal Stout,Year Round,5.4,Stout
Twin Leaf Brewery,Grand Cru 100,Belgian-Style Quadrupel,Limited,10.8,Other
Twin Leaf Brewery,Leafer,American-Style India Pale Ale,,6.3,IPA
Twin Leaf Brewery,Luminosity,Belgian-Style Tripel,Year Round,10.0,Other
Twin Leaf Brewery,Magic Hour,Contemporary Gose,,4.2,Other
Twin Leaf Brewery,Oak Aged Schism,Other Belgian-Style Ales,,9.0,Other
Twin Leaf Brewery,Old Gaffer,Old Ale,,8.3,Ale
Twin Leaf Brewery,Olivia,French & Belgian-Style Saison,,4.8,Saison
Twin Leaf Brewery,Ridge Rider,Imperial or Double India Pale Ale,,8.6,IPA
Twin Leaf Brewery,Rosemary's Baby,American-Style India Pale Ale,Limited,6.3,IPA
Twin Leaf Brewery,Simple Machine,Vienna-Style Lager,,5.0,Lager
Twin Leaf Brewery,Uproot ESB,Extra Special Bitter,Year Round,5.3,Other
Twin Leaf Brewery,White Noise,Belgian-Style White (or Wit) / Belgian-Style Wheat,Year Round,5.5,Other
Free Range Brewing,A Timely Engagement,American-Style Stout,,4.5,Stout
Free Range Brewing,Abbie Was Stout,Foreign (Export)-Style Stout,Limited,11.5,Stout
Free Range Brewing,Andy's Honey Pale Ale,American-Style Pale Ale,,5.7,Pale Ale
Free Range Brewing,Awesome Possum,American-Style India Pale Ale,,6.3,IPA
Free Range Brewing,Chasm Lake Barrel Aged Russian Imperial Stout,Wood- and Barrel-Aged Strong Beer,,10.0,Other
Free Range Brewing,Colorado Fall Golden Coffee Stout,Coffee-Flavored Beer,Year Round,8.5,Other
Free Range Brewing,Cream of the Crop,American-Style Cream Ale or Lager,,5.0,Lager
Free Range Brewing,Don't Get Me Started,American-Style Pale Ale,,5.0,Pale Ale
Free Range Brewing,I Knead You,Session India Pale Ale,,4.6,IPA
Free Range Brewing,Jeff's Breaktime,Brown Porter,,6.2,Porter
Free Range Brewing,"La Leche Papi, La Leche!",American-Style Pale Ale,,5.2,Pale Ale
Free Range Brewing,Ma Belle Maison Saison,French & Belgian-Style Saison,Year Round,5.7,Saison
Free Range Brewing,Mind The Bizz,Session India Pale Ale,,3.4,IPA
Free Range Brewing,Piney Ridge Dunkel,South German-Style Dunkel Weizen / Dunkel Weissbier,,5.0,Other
Free Range Brewing,She May,Belgian-Style Pale Strong Ale,,10.0,Ale
Free Range Brewing,Snowguard Dubbel,Belgian-Style Dubbel,Seasonal,7.5,Other
Free Range Brewing,Sonnebahn Berliner Weisse,Berliner-Style Weisse (Wheat),,5.0,Other
Free Range Brewing,St. Nigels' Rum Quad,Belgian-Style Quadrupel,Seasonal,9.3,Other
Free Range Brewing,White Aspen Wit,Belgian-Style White (or Wit) / Belgian-Style Wheat,,4.9,Other
Black Mountain Cider + Mead,Charlemagne,Common Cider,Year Round,6.0,Other
Black Mountain Cider + Mead,Nuncio,Fruit Cider,Year Round,6.2,Other
Black Mountain Cider + Mead,Pomona,Common Cider,Year Round,6.2,Other
Black Mountain Cider + Mead,The Puritan,Fruit Cider,Year Round,6.4,Other
Red Clay Ciderworks,Bramblin' Blackberry,Fruit Cider,,7.5,Other
Red Clay Ciderworks,Chai-Jacked,Fruit Cider,,6.25,Other
Red Clay Ciderworks,Cherry Bobbin' Trolls,Fruit Cider,,6.9,Other
Red Clay Ciderworks,Fuzzy Pomme,Other Specialty Cider or Perry,,,Other
Red Clay Ciderworks,Holla Piña,Common Cider,,6.5,Other
Red Clay Ciderworks,Jinja Blue,Fruit Cider,,6.5,Other
Red Clay Ciderworks,Nor' Easter,English Cider,,6.9,Other
Red Clay Ciderworks,Queen City Common,Common Cider,,6.9,Other
Red Clay Ciderworks,South End Sweet,New England Cider,,6.5,Other
Red Clay Ciderworks,Wool Socks,Other Specialty Cider or Perry,,6.5,Other
Noble Cider,Royal Peach,Fruit Cider,Summer,7.5,Other
Noble Cider,The Spice Merchant,Other Specialty Cider or Perry,Year Round,6.0,Other
Noble Cider,The Standard Bearer,English Cider,Year Round,7.0,Other
Noble Cider,Village Tart,Fruit Cider,Year Round,7.5,Other
Big Boss Brewing Company,Aces & Ates,Sweet or Cream Stout,Seasonal,8.0,Stout
Big Boss Brewing Company,Air Support IPA,American-Style India Pale Ale,,6.5,IPA
Big Boss Brewing Company,Angry Angel,German-Style Kölsch / Köln-Style Kölsch,Year Round,4.5,Other
Big Boss Brewing Company,Autumn,American-Style Amber/Red Ale,,5.0,Ale
Big Boss Brewing Company,Bad Penny,American-Style Brown Ale,Year Round,5.5,Ale
Big Boss Brewing Company,Belle Wringer,Belgian-Style White (or Wit) / Belgian-Style Wheat,Limited,,Other
Big Boss Brewing Company,Big Operator,Other Belgian-Style Ales,Seasonal,8.0,Other
Big Boss Brewing Company,Big Stinky,American-Style India Pale Ale,Limited,7.6,IPA
Big Boss Brewing Company,Black Diamond Express,Fruit Beer,Limited,5.0,Other
Big Boss Brewing Company,Blanco Diablo,Belgian-Style White (or Wit) / Belgian-Style Wheat,Year Round,4.5,Other
Big Boss Brewing Company,Blanco Diablo With Cucumber,Fruit Beer,,4.3,Other
Big Boss Brewing Company,Bockscar,American-Style Lager,Limited,5.8,Lager
Big Boss Brewing Company,D'ICER,South German-Style Dunkel Weizen / Dunkel Weissbier,Spring,5.5,Other
Big Boss Brewing Company,Deuces Wild,Imperial or Double India Pale Ale,Seasonal,9.0,IPA
Big Boss Brewing Company,Harvest Time,Herb and Spice Beer,Seasonal,4.5,Other
Big Boss Brewing Company,Hell's Belle,Other Belgian-Style Ales,Year Round,7.0,Other
Big Boss Brewing Company,High Roller,American-Style India Pale Ale,Year Round,6.75,IPA
Big Boss Brewing Company,High Roller II,American-Style India Pale Ale,Limited,7.8,IPA
Big Boss Brewing Company,In the Mood,Brown Porter,Limited,5.6,Porter
Big Boss Brewing Company,KXXXXXXY Colonel,Wood- and Barrel-Aged Beer,Limited,5.5,Other
Big Boss Brewing Company,Little Larry,Belgian-Style Pale Ale,Limited,5.5,Pale Ale
Big Boss Brewing Company,Local Girl,"Fresh ""Wet"" Hop Ale",Limited,,Ale
Big Boss Brewing Company,Monkey Bizz-Ness,Other Belgian-Style Ales,Seasonal,9.0,Other
Big Boss Brewing Company,Night Knight,American-Style Black Ale,Limited,6.5,Ale
Big Boss Brewing Company,One Meatball,Classic English-Style Pale Ale,Limited,5.5,Pale Ale
Big Boss Brewing Company,Sack Time,American-Style Amber/Red Ale,Limited,5.5,Ale
Big Boss Brewing Company,Saints on Raspberries,Wild Beer,,5.0,Other
Big Boss Brewing Company,Saucy Pants,French & Belgian-Style Saison,Seasonal,4.5,Saison
Big Boss Brewing Company,Shutterbug,Wild Beer,,5.5,Other
Big Boss Brewing Company,Spare Parts,Wood- and Barrel-Aged Beer,Limited,6.4,Other
Big Boss Brewing Company,Special Delivery,Specialty Stouts,Limited,8.0,Other
Big Boss Brewing Company,Tavern Ale,Extra Special Bitter,,7.0,Other
Big Boss Brewing Company,The Centaur,French & Belgian-Style Saison,Seasonal,,Saison
Big Boss Brewing Company,The Liquidator,German-Style Doppelbock,Limited,7.8,Other
Big Boss Brewing Company,The Scarab - Strange Cargo Series,Wood- and Barrel-Aged Beer,Limited,5.0,Other
Big Boss Brewing Company,War Hawk,American-Style Pale Ale,Seasonal,6.5,Pale Ale
Good Road Ciderworks,Blue Byway,Fruit Cider,,,Other
Good Road Ciderworks,Newtown Pippin,Other Specialty Cider or Perry,,6.7,Other
Fiddlin' Fish Brewery,Ardmore Amber Ale,American-Style Amber/Red Ale,Year Round,5.0,Ale
Fiddlin' Fish Brewery,Ass Over Tea Kettle Spiced Winter Ale,Herb and Spice Beer,Seasonal,9.3,Other
Fiddlin' Fish Brewery,Barrel Aged Black Mountain Chocolate Stout,American-Style Stout,Year Round,6.6,Stout
Fiddlin' Fish Brewery,Black Mountain Chocolate Stout,American-Style Stout,Year Round,6.6,Stout
Fiddlin' Fish Brewery,Buena Vista Blonde Ale,Golden or Blonde Ale,Year Round,5.25,Ale
Fiddlin' Fish Brewery,Carmel City Session IPA,Session India Pale Ale,Year Round,4.8,IPA
Fiddlin' Fish Brewery,Cherry A Tune Cherry Rye Blonde,Golden or Blonde Ale,Year Round,5.6,Ale
Fiddlin' Fish Brewery,Dusty Dirndl Dunkel Weisse,South German-Style Dunkel Weizen / Dunkel Weissbier,Year Round,5.5,Other
Fiddlin' Fish Brewery,Fishinator Doppelbock,German-Style Doppelbock,Seasonal,8.0,Other
Fiddlin' Fish Brewery,For Fish & Giggles,Juicy or Hazy Imperial or Double India Pale Ale,Year Round,8.0,IPA
Fiddlin' Fish Brewery,Hardy Bear Helles Lager,Münchner (Munich)-Style Helles,Year Round,4.8,Other
Fiddlin' Fish Brewery,Major Winston's Wheat,Fruit Wheat Ale or Lager with or without Yeast,Year Round,5.0,Other
Fiddlin' Fish Brewery,Pine Barren Pale Ale,American-Style Pale Ale,Year Round,5.9,Pale Ale
Fiddlin' Fish Brewery,Raspberry Black Current Sour,American-Style Sour Ale,Year Round,6.2,Ale
Fiddlin' Fish Brewery,That Fish Cray,Juicy or Hazy India Pale Ale,Year Round,7.0,IPA
Fiddlin' Fish Brewery,Vanilla Coffee Porter,Robust Porter,Year Round,6.3,Porter
"Blackwater Cider, LLC",Batch #4,Common Cider,,6.9,Other
Shortway Brewing Company,Bridges Blend Stout,American-Style Stout,Limited,5.1,Stout
Shortway Brewing Company,Catawampus IPA,American-Style India Pale Ale,Limited,5.4,IPA
Shortway Brewing Company,Chatham St. Wheat,American-Style Wheat Beer,Year Round,6.0,Wheat Beer
Shortway Brewing Company,Croatan Pale,American-Style Pale Ale,Year Round,4.9,Pale Ale
Shortway Brewing Company,Fire Tower Red,American-Style Amber/Red Ale,Year Round,5.5,Ale
Shortway Brewing Company,Mill Pond Blonde,Golden or Blonde Ale,,4.9,Ale
Shortway Brewing Company,Neusiok IPA,American-Style India Pale Ale,Year Round,6.3,IPA
Shortway Brewing Company,Newport Strong,American-Style Amber/Red Ale,Limited,9.6,Ale
Shortway Brewing Company,Sharpshooter IPA,American-Style India Pale Ale,Limited,6.2,IPA
Shortway Brewing Company,Sundazed,American-Style India Pale Ale,Seasonal,5.7,IPA
Morgan Ridge Railwalk Brewery & Eatery,Kreamsicle Kolsch,German-Style Kölsch / Köln-Style Kölsch,,4.0,Other
Eluvium Brewing Company,American Bitter,Extra Special Bitter,,3.5,Other
Eluvium Brewing Company,Christmas Cookie Stout,American-Style Stout,Seasonal,6.1,Stout
Eluvium Brewing Company,Gettin' Creamy With It,American-Style Cream Ale or Lager,Year Round,4.7,Lager
Eluvium Brewing Company,It's an IPA #3,American-Style India Pale Ale,Limited,6.5,IPA
Eluvium Brewing Company,Lemon Blueberry Berliner Weisse,Berliner-Style Weisse (Wheat),,3.1,Other
Eluvium Brewing Company,Little Sister Pale,American-Style Pale Ale,Year Round,4.6,Pale Ale
Eluvium Brewing Company,Plim Dickens,Session India Pale Ale,Year Round,5.1,IPA
Eluvium Brewing Company,Winter Rye,Rye Ale or Lager with or without Yeast,Seasonal,4.5,Other
"Makai Brewing Company, LLC",Fire Knife,Imperial or Double India Pale Ale,Year Round,8.0,IPA
"Makai Brewing Company, LLC",Island Falls Cream Ale,American-Style Cream Ale or Lager,Year Round,5.4,Lager
Hops Grill & Brewery,Alligator Ale,American-Style Amber/Red Ale,Year Round,,Ale
Hops Grill & Brewery,Clearwater Light,American-Style Premium Lager,Year Round,,Lager
Hops Grill & Brewery,Hoptoberfest,German-Style Märzen,,,Other
Hops Grill & Brewery,Lightning Bold Gold,American-Style Premium Lager,Year Round,4.5,Lager
Hops Grill & Brewery,Thoroughbred Red,American-Style Amber/Red Ale,Year Round,,Ale
Bold Rock Hard Cider,Blood Orange,Fruit Cider,,4.7,Other
Bold Rock Hard Cider,Carolina Apple,Fruit Cider,,4.7,Other
Bold Rock Hard Cider,Carolina Draft,Common Cider,,4.7,Other
Bold Rock Hard Cider,Citrus,Fruit Cider,,4.7,Other
Bold Rock Hard Cider,Crimson Ridge Vat No. 1,Fruit Cider,Year Round,6.9,Other
Bold Rock Hard Cider,Crimson Ridge Vintage Dry,Fruit Cider,Year Round,6.9,Other
Bold Rock Hard Cider,Cucumber Melon Hard Seltzer,Specialty Beer,,4.0,Other
Bold Rock Hard Cider,Ginger Turmeric,Other Specialty Cider or Perry,,4.7,Other
Bold Rock Hard Cider,Grapefruit Hard Seltzer,Specialty Beer,,4.0,Other
Bold Rock Hard Cider,Harvest Haze,Fruit Cider,,4.7,Other
Bold Rock Hard Cider,Honeydew,Fruit Cider,,4.7,Other
Bold Rock Hard Cider,India Pressed Apple,Other Specialty Cider or Perry,,4.7,Other
Bold Rock Hard Cider,Orchard Frost,Common Cider,,4.7,Other
Bold Rock Hard Cider,Peach Cider,Fruit Cider,,4.7,Other
Bold Rock Hard Cider,Pear Cider,Fruit Cider,,4.7,Other
Bold Rock Hard Cider,Premium Dry,Common Cider,,6.0,Other
Bold Rock Hard Cider,Rose Cider,Common Cider,,6.0,Other
Bold Rock Hard Cider,Virginia Apple,Fruit Cider,Year Round,4.7,Other
Bold Rock Hard Cider,Virginia Draft,Fruit Cider,Year Round,4.7,Other
Bold Rock Hard Cider,White Cranberry,Common Cider,Seasonal,4.7,Other
Bold Rock Hard Cider,Wild Cherry,Fruit Cider,,4.7,Other
Petty Thieves Brewing Co.,Southern Hospitality,Session India Pale Ale,Year Round,4.5,IPA
Petty Thieves Brewing Co.,Unsafe At Any Speed,Imperial or Double India Pale Ale,Year Round,9.0,IPA
Petty Thieves Brewing Co.,You Made It Weird,American-Style India Pale Ale,Year Round,6.0,IPA
Ponysaurus Brewing,Biere de Garde,French-Style Bière de Garde,,6.3,Other
Ponysaurus Brewing,Export Stout,Foreign (Export)-Style Stout,,6.2,Stout
Ponysaurus Brewing,Fig Saison Ale,French & Belgian-Style Saison,,6.3,Saison
Ponysaurus Brewing,Reserve Ale,Belgian-Style Dark Strong Ale,,9.3,Ale
Ponysaurus Brewing,Scottish Ale,Scottish-Style Heavy Ale,,7.5,Ale
Ponysaurus Brewing,Videri Chocolate Stout,Sweet or Cream Stout,,6.4,Stout
Red Hare Brewing Company,Ain't That a Peach,Berliner-Style Weisse (Wheat),,3.9,Other
Red Hare Brewing Company,Barrel Aged Gangway IPA,American-Style India Pale Ale,,,IPA
Red Hare Brewing Company,Berry Belgian Waffle,Belgian-Style Pale Ale,Seasonal,7.9,Pale Ale
Red Hare Brewing Company,Citra Dry Hop Lager (CDL),Dry Lager,Year Round,4.0,Lager
Red Hare Brewing Company,Coconut Coffee Porter,Coffee-Flavored Beer,Seasonal,7.8,Other
Red Hare Brewing Company,Cotton Tail Orange Creamsic-ALE,American-Style Pale Ale,,5.5,Pale Ale
Red Hare Brewing Company,Cotton Tail Pale Ale,American-Style Pale Ale,Year Round,5.5,Pale Ale
Red Hare Brewing Company,Evolving Hare,Session India Pale Ale,,4.6,IPA
Red Hare Brewing Company,Forbidden Fruit,French & Belgian-Style Saison,Seasonal,5.5,Saison
Red Hare Brewing Company,Gangway IPA,American-Style India Pale Ale,Year Round,6.9,IPA
Red Hare Brewing Company,Gem City Classic,American-Style Light (Low Calorie) Lager,Year Round,4.2,Lager
Red Hare Brewing Company,Hasenpfeffer Oktoberfest,German-Style Oktoberfest / Wiesen (Meadow),Fall,5.5,Other
Red Hare Brewing Company,Hassenpfeffer Oktoberfest,American-Style Märzen / Oktoberfest,Seasonal,5.5,Other
Red Hare Brewing Company,Island of Misfits,American-Style India Pale Ale,,7.2,IPA
Red Hare Brewing Company,Long Day Lager,American-Style Lager,Year Round,4.98,Lager
Red Hare Brewing Company,Long Night Lager,International-Style Pilsener,,4.98,Other
Red Hare Brewing Company,National Common,California Common Beer,Limited,5.5,Other
Red Hare Brewing Company,Peach State Pale Ale,American-Style Pale Ale,,5.8,Pale Ale
Red Hare Brewing Company,Rabbit's Reserve # 9: Imperial Red IPA,Imperial Red Ale,Limited,9.4,Ale
Red Hare Brewing Company,Rabbit's Reserve #3: Saison,French & Belgian-Style Saison,Limited,5.5,Saison
Red Hare Brewing Company,Rabbit's Reserve #4: OktoberfestIn,German-Style Oktoberfest / Wiesen (Meadow),Limited,,Other
Red Hare Brewing Company,Rabbit's Reserve #5: Double Black IPA,American-Style Black Ale,Limited,9.0,Ale
Red Hare Brewing Company,Rabbit's Reserve #6: Rauchbier,Bamberg-Style Märzen Rauchbier,Limited,6.8,Other
Red Hare Brewing Company,Rabbit's Reserve #7: Thrice Hopped Imperial IPA,Imperial or Double India Pale Ale,Limited,8.5,IPA
Red Hare Brewing Company,Rabbit's Reserve #8: Equinox Fresh Hopped IPA,American-Style India Pale Ale,Limited,7.6,IPA
Red Hare Brewing Company,Rabbit’s Reserve #1: Chocolate Porter,Brown Porter,Limited,8.0,Porter
Red Hare Brewing Company,Rabbit’s Reserve #2: Imperial Red IPA,Imperial or Double India Pale Ale,Limited,9.4,IPA
Red Hare Brewing Company,Rewired,American-Style India Pale Ale,,6.5,IPA
Red Hare Brewing Company,Soft J,American-Style India Pale Ale,Year Round,6.8,IPA
Red Hare Brewing Company,SPF 50/50,American-Style India Pale Ale,,4.2,IPA
Red Hare Brewing Company,SPF 50/50 India Pale Radler,Specialty Beer,Year Round,4.2,Other
Red Hare Brewing Company,Sticky Stout,Oatmeal Stout,Seasonal,6.5,Stout
Red Hare Brewing Company,Tangerine SPF 50/50,American-Style India Pale Ale,Year Round,4.2,IPA
Red Hare Brewing Company,Well Bless Her Tart,Berliner-Style Weisse (Wheat),Seasonal,3.85,Other
Red Hare Brewing Company,Whabbit Wheat,American-Style Wheat Beer,Seasonal,5.6,Wheat Beer
Red Hare Brewing Company,Wintery Mix SPF 50/50,American-Style Pale Ale,,4.2,Pale Ale
Sidetracked Brewery,Absolute Block,Classic Irish-Style Dry Stout,Year Round,5.5,Stout
Sidetracked Brewery,Bessemer Process Pale Ale,American-Style Pale Ale,Year Round,6.1,Pale Ale
Sidetracked Brewery,Crosstie Brown,English-Style Brown Ale,Year Round,5.7,Ale
Sidetracked Brewery,Light Rail Blonde,Golden or Blonde Ale,Year Round,4.5,Ale
Sidetracked Brewery,Thomas the Dank Engine,Juicy or Hazy India Pale Ale,Year Round,6.8,IPA
Sidetracked Brewery,Weizenbahn Hefeweizen,South German-Style Hefeweizen / Hefeweissbier,Year Round,6.0,Hefeweizen
Sidetracked Brewery,Whistleblower Sour Ale,American-Style Sour Ale,Year Round,5.3,Ale
Skull Camp Brewing,Black Jack,American-Style India Pale Ale,,6.4,IPA
Skull Camp Brewing,Elevation 2044,Imperial or Double India Pale Ale,,9.0,IPA
Skull Camp Brewing,Frozen Toes Amarillo,American-Style India Pale Ale,,,IPA
Skull Camp Brewing,Hoppy Hour,American-Style Amber/Red Ale,,5.9,Ale
Skull Camp Brewing,Jack B Bitter,American-Style India Pale Ale,,6.8,IPA
Skull Camp Brewing,Lazy Bones Porter,Smoke Porter,,6.3,Porter
Skull Camp Brewing,Not So Accidental,American-Style Pale Ale,,4.3,Pale Ale
Skull Camp Brewing,Schweat Hefen,South German-Style Hefeweizen / Hefeweissbier,,4.6,Hefeweizen
Skull Camp Brewing,Summerita,American-Style India Pale Ale,,5.1,IPA
Skull Camp Brewing,Tr’Ale B’red,English-Style Pale Mild Ale,Limited,4.6,Ale
Skytown Beer Company,Get Schwifty,American-Style India Pale Ale,,7.4,IPA
Thirsty Monk Brewery,Abby Blonde,Belgian-Style Blonde Ale,Year Round,7.1,Ale
Thirsty Monk Brewery,Barrel of Monks Oak-Aged Belgian Stout,Foreign (Export)-Style Stout,Limited,8.0,Stout
Thirsty Monk Brewery,Blackened Monk,American-Style Black Ale,,5.9,Ale
Thirsty Monk Brewery,Coconorm,Brown Porter,,6.4,Porter
Thirsty Monk Brewery,Darth Monk,American-Style Imperial Stout,,9.0,Stout
Thirsty Monk Brewery,Kilted Monk,Scottish-Style Heavy Ale,,9.45,Ale
Thirsty Monk Brewery,Monk Nuts Brown Ale,American-Style Brown Ale,,7.21,Ale
Thirsty Monk Brewery,Opus Opus,Classic English-Style Pale Ale,,5.76,Pale Ale
Thirsty Monk Brewery,Portly Monk,Brown Porter,,,Porter
Thirsty Monk Brewery,Smurfette,Belgian-Style Table Beer,,6.67,Other
Thirsty Monk Brewery,Swifty's Riverbend Amber,American-Style Amber/Red Ale,,5.76,Ale
Thirsty Monk Brewery,Thirsty Monk IPA,American-Style India Pale Ale,,6.57,IPA
Birdsong Brewing Co.,Rice Rice Baby,Sweet or Cream Stout,,5.3,Stout
Birdsong Brewing Co.,Fake Plastic Trees,Juicy or Hazy India Pale Ale,Summer,6.4,IPA
Birdsong Brewing Co.,Fistful of Steel,American-Style India Pale Ale,Limited,7.0,IPA
Birdsong Brewing Co.,Game Winner,American-Style India Pale Ale,Limited,6.5,IPA
Birdsong Brewing Co.,Higher Ground IPA,American-Style India Pale Ale,Year Round,7.0,IPA
Birdsong Brewing Co.,Honey Pie,Imperial or Double India Pale Ale,Winter,8.9,IPA
Birdsong Brewing Co.,Jalapeño Pale Ale,Chili Pepper Beer,Year Round,5.5,Other
Birdsong Brewing Co.,Lazy Bird Brown Ale,American-Style Brown Ale,Year Round,5.5,Ale
Birdsong Brewing Co.,MexiCali Stout,Specialty Beer,Winter,5.8,Other
Birdsong Brewing Co.,Paradise City,Session India Pale Ale,Year Round,4.8,IPA
